title,image_url
Velvet Underworld: Alternative,https://myanimelist.cdn-dena.com/images/anime/6/85581.jpg
Ukkari Pénélope (2009),https://myanimelist.cdn-dena.com/images/anime/2/21982.jpg
Akai Kiba: Blue Sonnet,https://myanimelist.cdn-dena.com/images/anime/7/41071.jpg
The Aurora: Umi no Aurora,https://myanimelist.cdn-dena.com/images/anime/3/15747.jpg
Kami nomi zo Shiru Sekai: Natsu-iro Surprise,https://myanimelist.cdn-dena.com/images/anime/3/32325.jpg
Beat Shot!!,https://myanimelist.cdn-dena.com/images/anime/11/16823.jpg
T7S Longing for Summer Again and Again: Harukaze,https://myanimelist.cdn-dena.com/images/anime/3/84343.jpg
Detective Conan Movie 21: The Crimson Love Letter,https://myanimelist.cdn-dena.com/images/anime/2/83919.jpg
Kakko Kawaii Sengen!,https://myanimelist.cdn-dena.com/images/anime/11/26662.jpg
Punky Funky Baby,https://myanimelist.cdn-dena.com/images/anime/10/70431.jpg
Na mo Nai Hana no Youni,https://myanimelist.cdn-dena.com/images/anime/8/87822.jpg
Mechakko Dotakon,https://myanimelist.cdn-dena.com/images/anime/3/61425.jpg
Hello Kitty no Yume no Oshiro no Ouji-sama,https://myanimelist.cdn-dena.com/images/anime/7/58713.jpg
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,https://myanimelist.cdn-dena.com/images/anime/9/25283.jpg
Raja Maharaja,https://myanimelist.cdn-dena.com/images/anime/12/23872.jpg
Ranma ½: DoCo Music Video,https://myanimelist.cdn-dena.com/images/anime/10/29887.jpg
Umbrella Fighter!,https://myanimelist.cdn-dena.com/images/anime/7/83668.jpg
Akai Jitensha,https://myanimelist.cdn-dena.com/images/anime/12/64039.jpg
Zhan Long Si Qu,https://myanimelist.cdn-dena.com/images/anime/4/76386.jpg
Tang Lang Bu Chan,https://myanimelist.cdn-dena.com/images/anime/4/76910.jpg
To Heart 2 AD Plus,https://myanimelist.cdn-dena.com/images/anime/13/74022.jpg
Donna Donna,https://myanimelist.cdn-dena.com/images/anime/4/24063.jpg
Gundress,https://myanimelist.cdn-dena.com/images/anime/3/20326.jpg
Ojamajo Doremi Dokkaan!,https://myanimelist.cdn-dena.com/images/anime/2/40407.jpg
Danna ga Nani wo Itteiru ka Wakaranai Ken,https://myanimelist.cdn-dena.com/images/anime/7/75287.jpg
Igano Kabamaru,https://myanimelist.cdn-dena.com/images/anime/9/62909.jpg
Mobile Suit Gundam Unicorn RE:0096,https://myanimelist.cdn-dena.com/images/anime/12/78633.jpg
Hataraku Maou-sama!,https://myanimelist.cdn-dena.com/images/anime/3/50177.jpg
Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,https://myanimelist.cdn-dena.com/images/anime/9/30641.jpg
D.C.II S.S.: Da Capo II Second Season,https://myanimelist.cdn-dena.com/images/anime/9/75306.jpg
Kurogane no Linebarrels Picture Drama,https://myanimelist.cdn-dena.com/images/anime/10/79581.jpg
Landscape,https://myanimelist.cdn-dena.com/images/anime/2/74281.jpg
Only You: Viva! Cabaret Club,https://myanimelist.cdn-dena.com/images/anime/6/53529.jpg
Bakuretsu Tenshi: Infinity,https://myanimelist.cdn-dena.com/images/anime/11/21537.jpg
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,https://myanimelist.cdn-dena.com/images/anime/8/50101.jpg
Dominion,https://myanimelist.cdn-dena.com/images/anime/8/60807.jpg
Darker than Black: Kuro no Keiyakusha,https://myanimelist.cdn-dena.com/images/anime/5/19570.jpg
Teekyuu,https://myanimelist.cdn-dena.com/images/anime/8/56463.jpg
Aoi Bungaku Series,https://myanimelist.cdn-dena.com/images/anime/10/17471.jpg
Glass no Kamen Desu ga to Z,https://myanimelist.cdn-dena.com/images/anime/3/66851.jpg
Mofa Ya Ma,https://myanimelist.cdn-dena.com/images/anime/7/27961.jpg
Natsuyuki Rendezvous,https://myanimelist.cdn-dena.com/images/anime/11/38181.jpg
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,https://myanimelist.cdn-dena.com/images/anime/1/1969.jpg
Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,https://myanimelist.cdn-dena.com/images/anime/12/6782.jpg
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,https://myanimelist.cdn-dena.com/images/anime/2/69969.jpg
